clade_name	DRR127476	DRR127478	DRR127481	DRR127485	DRR127488	DRR127491	DRR127507	DRR127509	DRR127514	DRR127515	DRR127517	DRR127519	DRR127521	DRR127524	DRR127532	DRR127535	DRR127536	DRR127537	DRR127546	DRR127552	DRR127557	DRR127559	DRR127567	DRR127579	DRR127580	DRR127583	DRR127588	DRR127594	DRR127596	DRR127597	DRR127603	DRR127613	DRR127616	DRR127617	DRR127619	DRR127625	DRR127628	DRR127634	DRR127638	DRR127646	DRR127647	DRR127649	DRR127666	DRR127669	DRR127672	DRR127674	DRR127683	DRR127685	DRR127692	DRR127700	DRR127704	DRR127707	DRR127708	DRR127713	DRR127718	DRR127720	DRR127721	DRR127724	DRR127728	DRR127731	DRR127736	DRR127737	DRR127748	DRR127751	DRR127752	DRR127754	DRR127755	DRR127756	DRR127762	DRR127763	DRR127767	DRR127774	DRR127776	DRR127777	DRR127789	DRR162775	DRR162776	DRR162777	DRR162778	DRR162779
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	3.63e-05	0.0	0.0001116999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06e-05	0.0	0.0	0.0	0.0005813	0.0	0.0	0.0	0.0	0.0	1.42e-05	0.0002693	0.0	0.0	0.0005028	0.0004941	0.0	0.0	0.0	4.7600000000000005e-05	0.0	0.000224	0.0002859	0.0003634	0.0	0.0	5.98e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0001654999999999	0.0	0.002571	0.0	0.0	0.0005401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87e-05	7.76e-05	0.0	0.0	2.53e-05	0.0	0.0	0.0	0.0002112	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	0.0020362	0.0062169	0.0019248	0.0	0.0	0.0	0.0012942	0.0044249	0.0	0.0003712	0.0	0.001107	0.0001771	1e-05	0.0021774	0.0	0.0002921	0.0	0.0007239	0.0149403	0.0	6.78e-05	3.99e-05	0.008933	0.0053935	0.0001257	0.0	1.71e-05	3.06e-05	0.0	0.0	0.0001435	4.71e-05	0.0004991	0.007479	0.0	0.0003269	3.21e-05	0.001421	7.5e-06	0.0022625	0.0	2.46e-05	0.0005086	0.001103	0.0004667	0.0138491	0.0	0.0001503	0.0	0.0048372	6.23e-05	9.09e-05	0.0229019	0.0080915	0.0005066	0.0012023	0.0085657	0.000247	0.001772	0.0019309	0.0	0.0010998	0.0	9.04e-05	0.002684	1.06e-05	0.0029429	0.0	4.35e-05	0.0001056	0.0004347	0.0	0.0	0.0033205	0.0039566	0.0	0.0022388	0.0003614	0.0051747
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	0.0001297	0.0001992	8.510000000000001e-05	0.0	0.0	0.0	7.26e-05	0.000207	0.0005024	4.89e-05	9.78e-05	0.0	0.0003815	0.0	0.0003801	0.0	2.63e-05	0.0	0.0005423	0.0	0.0	0.0001591	0.0001807	0.0	0.0001592	0.0002188	0.0	0.0	0.0	0.0	0.0	0.0001972	0.0001347	1.18e-05	0.0	0.0	9.11e-05	0.0001249	0.0004078	5.77e-05	0.0	0.0	0.0	4.2e-06	0.0005316	0.0002214	6.79e-05	0.0	0.0001604999999999	0.0	0.0006148	0.0014071	0.0002562	0.0001096	0.0	0.0005488	0.0	0.0003564	0.0	0.0002874	0.0	3.76e-05	0.0	0.0	0.0	0.0004296	0.0	0.0	0.0	6.5e-06	0.0	0.0	4.56e-05	0.0	8.68e-05	0.0008007	0.0	0.0	2.43e-05	9e-06
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme	0.0	0.0014161	0.0002149	0.0	0.0	0.0	0.0	0.0	0.0002165999999999	0.0	0.0	0.0026659	0.0	0.0	0.0	0.0	0.0001162	0.0	0.0	0.0026894	0.0	0.0	0.0	0.0	4.34e-05	0.0	0.0006317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048763	0.0	0.000454	0.0013257	0.0	0.0	0.0	0.0	0.0	0.0003628	0.0	0.0010055	0.0097711	0.0	6.74e-05	0.0004503	0.0006579	0.0012129	0.0	0.0004999	0.0033587	0.0	0.0	0.0014169	0.0	0.0	0.0	0.0	5.26e-05	0.0	0.0	0.0036393999999999	0.0	0.0002887	0.0	0.0	3.61e-05	0.0	0.001601	0.0	0.0	0.020541	0.0194987	0.0	0.0	0.0007673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae	0.0002368999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002848	0.0	9.1e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001801	0.0	0.0	0.0	0.0	0.0	0.0004318	9.3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002469	0.0	0.0	0.0	0.0	0.0002435	0.0009329	0.0	0.0	4.35e-05	0.0	0.0001895	0.0	0.0006757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002049	0.0	0.0	0.0	0.0	0.0	0.0	8.52e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	0.0012332999999999	5.42e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.08e-05	0.0	0.0	0.0	1.58e-05	0.0	9.7e-05	0.0	0.0	0.0006393	0.0	0.0	0.0006626	0.0	0.0016109	0.0001067	0.0	0.0080965	0.0	0.0	0.0	0.0026035999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004808	0.0	0.0	0.0	0.0	0.0	0.0006923	1.5399999999999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.32e-05	0.0	0.0	0.0	0.0002719	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	0.0	0.0	0.0001357	0.0	0.0	0.0	0.0	3.62e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.7e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002631	0.0	0.0	0.0	0.0	4.04e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006696	0.0	0.0	0.0	0.0	0.0	6.77e-05	0.0001183	0.0	6.01e-05	0.0	0.0	0.0	0.0	0.0001808999999999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	0.000708	0.0040549	0.0001657	0.0	0.0	0.0	0.0	0.0007951999999999	0.0002442	6.46e-05	8.09e-05	0.0022915	0.008101	0.0	0.0011167	0.0	0.0008163	0.0	2.26e-05	0.0	0.0	0.0	0.0039873	0.0085023	0.0015057	0.00012	0.0001958	0.0	0.0	0.0	0.0	0.0001761	1.48e-05	8.5e-05	0.0	0.0	0.0002873	0.0	0.0017262	0.0	0.0	0.0	0.0	0.0	0.0	0.0007924	0.0	0.0	0.0	0.0077048	0.0007386	9.54e-05	0.0	0.0009708999999999	0.0	0.0003938	0.0	0.0	0.0	0.0008092	0.0026129	0.0001154999999999	0.0	0.0	3.55e-05	0.0003337	0.0	0.0072619	0.0	0.0	9.55e-05	0.0	0.0004965	0.0	9.96e-05	0.0001208	0.0148831	0.0009054	2.42e-05	0.0180948
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001986999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.300000000000001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001176999999999	0.0	0.0	0.0	0.0014463999999999	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	0.0013276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43e-05	0.0	0.0	8.8e-06	0.0	0.0	0.0	1.7199999999999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008623999999999	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	0.0001223	0.0	0.0004979	0.0	0.0293587	0.023991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060736	0.0033517	0.0037884	0.0	0.0149031	0.0506501	0.0	0.0	0.0	0.0	0.0	0.0024287	0.0305650999999999	0.0	0.0093312	0.0	0.0212455	0.0181736	0.0108668999999999	0.0	0.0	0.0	0.0440895	0.0	0.0	0.0	0.0	0.0	0.0077553	0.0	0.0	0.0	0.0178191	0.0	0.0	0.027193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36e-05	0.0	0.0	0.2862146	0.0	0.0	0.0	0.0	0.0	7.63e-05	0.0	0.072213	0.0136562	0.0	0.1642215	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.0336429	0.0	0.0	0.0539639	0.1583581	0.1362559	0.0	0.0739558	0.0012393999999999	0.0200914999999999	0.0452506	0.0012701	0.0	0.0475025	2.83e-05	0.0006299	0.0223902	0.005279	0.0370639	0.0	0.0	0.0733654	8.779999999999999e-05	0.0	0.0451613	0.0	0.1114354	0.05143	0.0624896	0.0419699	0.0710231	0.0951649	0.0768839	0.0078078999999999	0.0	0.0020989	0.0	0.0354046	0.0066549999999999	0.0432716999999999	0.0	0.0293645999999999	0.0017962	0.0545341	0.0	0.0	0.0	0.0219774	0.0396475	6.03e-05	0.0563028	0.0207710999999999	0.0069482	0.0	0.0	0.0149319	0.0057591	0.0377604	4e-06	0.0	0.0	0.0194751	0.0	3.2e-05	0.0	0.0	0.0588136	0.0	0.0344629	0.1232144	0.0064534	0.0	0.0	0.0038691999999999	0.011458	0.0015394	0.0	0.0	0.0211975999999999	0.0595447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	0.0336429	0.0	0.0	0.0539639	0.1583581	0.1362559	0.0	0.0283876	0.0	0.0200914999999999	0.0452506	0.0012701	0.0	0.0475025	0.0	0.0006299	0.0223902	0.005279	0.0370639	0.0	0.0	0.0733654	0.0	0.0	0.0451613	0.0	0.1114354	0.05143	0.0624896	0.0419699	0.0710231	0.0951649	0.0768839	0.0078078999999999	0.0	0.0020989	0.0	0.0354046	0.0066549999999999	0.0432716999999999	0.0	0.0293645999999999	0.0017962	0.0545341	0.0	0.0	0.0	0.0219014	0.0396475	6.03e-05	0.0563028	0.0207292	0.0069482	0.0	0.0	0.0149319	0.0001486999999999	0.0377604	4e-06	0.0	0.0	0.0194751	0.0	0.0	0.0	0.0	0.0588136	0.0	0.0344629	0.1232144	0.0064534	0.0	0.0	0.0038691999999999	0.011458	0.0	0.0	0.0	0.0211975999999999	0.0595447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_2_1_46FAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0455683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015394	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012393999999999	0.0	0.0	0.0	0.0	0.0	2.83e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.779999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6e-05	0.0	0.0	0.0	4.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	0.0001223	0.0	0.0004979	0.0	0.0293587	0.023991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060736	0.0033517	0.0037884	0.0	0.0149031	0.0506501	0.0	0.0	0.0	0.0	0.0	0.0024287	0.0305650999999999	0.0	0.0093312	0.0	0.0212455	0.0181736	0.0108668999999999	0.0	0.0	0.0	0.0440895	0.0	0.0	0.0	0.0	0.0	0.0077553	0.0	0.0	0.0	0.0178191	0.0	0.0	0.027193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36e-05	0.0	0.0	0.2862146	0.0	0.0	0.0	0.0	0.0	7.63e-05	0.0	0.072213	0.0136562	0.0	0.1642215	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	9.45e-05	0.0	0.0	0.0	2.89e-05	0.0	2.44e-05	0.0	0.0006031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48e-05	0.0	0.0	0.0	7.230000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56e-05	0.0	0.0	0.0	0.0008064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	9.45e-05	0.0	0.0	0.0	2.89e-05	0.0	2.44e-05	0.0	0.0003957999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48e-05	0.0	0.0	0.0	5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.37e-05	0.0	0.0	0.0	0.0008064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0.020196	0.0	0.0051915999999999	0.0624821	0.0902391	0.1124517999999999	0.0077323	0.047936	0.0952491999999999	0.0308424	0.0068682	0.0076353	0.0	0.0110663	0.0138997	0.0240044	0.0004851	0.0133742999999999	0.0462913	0.0	0.0015098	0.0372776	0.0	0.0	0.0554331	0.0253966	0.0675451	0.0175241	0.0011423	0.0213165	0.0486772	0.0138571	0.023064	0.0045558	0.0	0.1235769	0.0987831	0.00416	0.0	0.0039856	8.88e-05	0.0167232	0.0059022	0.0314937	0.0046118999999999	0.0242966	0.0	0.0289286	0.0132388	0.0009333	0.0624967	0.0195441	0.0096982	0.0106671999999999	0.0011538	0.0002172	0.0058353	6.59e-05	0.0175942	0.0	0.0	0.0332734	0.0	0.0141802	0.0242139	0.0002132999999999	0.1353391	0.0753003	0.0603392	0.0248851	0.0016607	0.0982098	0.1354826	0.0401626999999999	0.0007377	0.0247621	0.0394201	0.0435590999999999	0.0191865	0.0246393
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.0	0.0	0.0	0.0183567	0.0162127	0.0306751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011891	0.0	0.0	8.91e-05	0.0011241	0.0017052999999999	0.0	0.0	0.014012	0.0	0.0	0.0	0.0	0.053794	0.0003924	0.0001706999999999	0.0	0.0	0.0006659	0.0002869	0.0	0.0	0.0037386999999999	0.0217641	0.0	0.0	0.0	0.0	0.0036279	0.0	0.0	0.0	0.0229078	0.0	0.0070459	0.0	0.0003547999999999	0.0	0.0008803999999999	0.0002468	0.0	0.0	0.0	0.0001422	0.0	0.0134158	0.0	0.0	0.0256748999999999	0.0	0.0	0.0	0.0	0.0992275	0.0083997999999999	0.0083265	0.0	0.0004271	0.0429221	0.1354826	0.036767	0.0	0.02106	0.0380489	0.018387	7.7e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.0016241	0.0	0.0028727	0.0073689	0.0026029	0.0001142	0.0	0.0038034	0.000395	0.0017996	0.0067065	0.0	0.0	0.000261	0.0007385	0.0020316	0.000352	0.0	0.0044055	0.0	0.0007547	0.0	0.0	0.0	0.0092059999999999	0.0001971	2.93e-05	0.0002319999999999	0.000969	0.0001082999999999	0.0019453	0.0024369	0.0004703	0.0045538	0.0	0.0005177	0.0639049	0.0	0.0	0.0	0.0	0.0105292	0.0019782	0.0040925	0.0046118999999999	7.5e-05	0.0	0.0005053	0.0085984	0.0	0.0064107	0.0006176	0.002567	0.0	0.0002048	0.0	0.0	0.0	0.0004995	0.0	0.0	0.0061592999999999	0.0	0.0	0.0	0.0002132999999999	0.0002971	0.0250221999999999	0.0018357	0.0141068	0.0009792	0.0016101	0.0	1.87e-05	0.0007377	0.0004335	0.0003519	0.0	0.017211	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.0	0.0	0.0	0.0241049999999999	0.0103374	0.0	0.0	0.0	0.0940173	0.0014132	0.0	0.0	0.0	0.0044001	0.0	0.0010921	0.0	0.0098914	0.0002774	0.0	0.0	3.97e-05	0.0	0.0	0.0	0.0184705	0.0137218	0.0019827	1.4999999999999998e-06	0.0	0.0068244	0.0072997	0.0075587	0.0	0.0	0.0759754	0.0	0.0003175999999999	0.0	0.0	8.88e-05	0.0004889	0.0034779	0.0	0.0	0.0001246	0.0	0.0066933	0.0030446	0.0	0.0	0.0098989	0.0	0.0106671999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141802	0.0	0.0	0.0	0.0256482	0.0	0.0	0.0	0.0008686	0.0	0.0016705	0.0	0.0002020999999999	0.0	0.0251721	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.0185719	0.0	0.0023189	0.0114879	0.0610507	0.0816195	0.0077323	0.0441326	0.0	0.0276295	0.0001587999999999	0.0076353	0.0	0.0051085	0.0131612	0.0208807	4.39e-05	0.0023587	0.039903	0.0	0.0007551	0.0232259	0.0	0.0	0.0462270999999999	0.0006341	0.0	0.0149044	0.0	0.0212081	0.0386954	0.0034546	0.0147354999999999	0.0	0.0	0.0421545	0.0089763	0.0038424	0.0	0.0	0.0	0.0020772	0.000446	0.0274012	0.0	0.0011892	0.0	0.0146588	0.0015958	0.0002419	0.056086	0.0081473	0.0068844	0.0	0.000949	0.0001999	0.0056930999999999	6.59e-05	0.0033267999999999	0.0	0.0	0.0011895999999999	0.0	0.0	0.0242139	0.0	0.0317572	0.0152703	0.0496458	0.0107783999999999	0.0002438	0.052809	0.0	0.0016969	0.0	0.0030664999999999	0.0010194	0.0	0.0018986	0.0246085999999999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	0.0	0.0	0.0	0.0004553999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31e-05	0.0041379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040573	0.0009597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	0.0	0.0	0.0	0.0007083	3.54e-05	4.31e-05	0.0	0.0	0.0008368	0.0	2.9e-06	0.0	0.0	0.0001076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017834	0.0	1.26e-05	1.2e-06	0.0	0.0012121	0.0	1.27e-05	2e-06	0.0	0.0011275	0.0	0.0	0.0	0.0039856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5200000000000003e-05	0.0	0.0003367	0.0	0.0	0.0	0.0	0.0	1.73e-05	0.0	0.0	0.0003521	0.0	0.0	0.0002495	0.0	0.0	0.0	0.0	0.0	0.0	0.0005312	0.0	1.07e-05	0.0	0.0	9.6e-06	0.0	0.0	0.0	0.0	0.0	3.07e-05
