clade_name,ERR1398151,ERR1398080,ERR1398101,ERR1398181,ERR1398239,ERR1398202,ERR1398231,ERR1398192,ERR1398142,ERR1398086,ERR1398075,ERR1398073,ERR1398193,ERR1398229,ERR1398238,ERR1398249,ERR1398191,ERR1398128,ERR1398112,ERR1398209,ERR1398124,ERR1398241,ERR1398204,ERR1398157,ERR1398131,ERR1398123,ERR1398178,ERR1398234,ERR1398243,ERR1398113,ERR1398090,ERR1398223,ERR1398134,ERR1398105,ERR1398072,ERR1398148,ERR1398246,ERR1398174,ERR1398228,ERR1398094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia,0.000007,0.000013,0.000010,0.000002,0.000008,0.000002,0.000017,0.000006,0.000003,0.000008,0.000013,0.000017,0.000002,0.000002,0.000016,0.000002,0.000002,0.000017,0.000011,0.000003,0.000015,0.000013,0.000015,0.000019,0.000002,0.000019,0.000006,0.000002,0.000002,0.000014,0.000002,0.000016,0.000003,0.000014,0.000003,0.000003,0.000014,0.000011,0.000008,0.000014
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis,0.000007,0.000017,0.000013,0.000001,0.000009,0.000001,0.000017,0.000006,0.000002,0.000009,0.000017,0.000015,0.000001,0.000001,0.000017,0.000001,0.000001,0.000016,0.000016,0.000001,0.000017,0.000017,0.000016,0.000010,0.000001,0.000015,0.000006,0.000001,0.000001,0.000017,0.000001,0.000016,0.000001,0.000017,0.000002,0.000001,0.000018,0.000015,0.000010,0.000017
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.132512,0.172633,0.147958,0.069654,0.138923,0.075459,0.189548,0.131944,0.092155,0.137397,0.165009,0.192014,0.070657,0.070268,0.188472,0.071807,0.069707,0.191759,0.157527,0.087169,0.179400,0.172185,0.187535,0.232167,0.071306,0.198370,0.130651,0.073832,0.069192,0.176773,0.072582,0.187763,0.089502,0.180167,0.091186,0.085361,0.175768,0.155177,0.140957,0.177568
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum,0.003784,0.006083,0.004638,0.001383,0.004227,0.001569,0.009600,0.003714,0.002104,0.004125,0.005517,0.010189,0.001413,0.001407,0.009079,0.001452,0.001384,0.010153,0.005007,0.001950,0.007121,0.005959,0.008648,0.017324,0.001432,0.012353,0.003633,0.001513,0.001367,0.006491,0.001479,0.009225,0.002030,0.006868,0.002087,0.001886,0.006290,0.004837,0.004261,0.006519
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,0.003386,0.006980,0.004936,0.001305,0.003971,0.001432,0.008725,0.003238,0.001822,0.003895,0.006724,0.009065,0.001322,0.001323,0.008639,0.001352,0.001295,0.009026,0.006164,0.001701,0.007571,0.006911,0.008215,0.015975,0.001342,0.010717,0.003117,0.001382,0.001286,0.007117,0.001369,0.008587,0.001764,0.007373,0.001803,0.001666,0.007106,0.005879,0.004152,0.007183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus,0.000016,0.000013,0.000016,0.000006,0.000017,0.000007,0.000011,0.000016,0.000010,0.000017,0.000013,0.000010,0.000006,0.000006,0.000011,0.000006,0.000006,0.000010,0.000014,0.000009,0.000012,0.000012,0.000011,0.000009,0.000006,0.000010,0.000016,0.000007,0.000006,0.000012,0.000006,0.000011,0.000009,0.000012,0.000010,0.000009,0.000012,0.000014,0.000017,0.000012
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,0.000023,0.000025,0.000027,0.000005,0.000025,0.000006,0.000024,0.000023,0.000010,0.000025,0.000026,0.000023,0.000005,0.000005,0.000025,0.000006,0.000005,0.000023,0.000027,0.000009,0.000026,0.000025,0.000024,0.000016,0.000005,0.000022,0.000022,0.000006,0.000005,0.000025,0.000006,0.000024,0.000009,0.000025,0.000010,0.000009,0.000026,0.000026,0.000025,0.000025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,0.000797,0.000249,0.000530,0.000683,0.000695,0.000717,0.000124,0.000822,0.000805,0.000701,0.000299,0.000102,0.000687,0.000687,0.000137,0.000696,0.000681,0.000105,0.000364,0.000782,0.000201,0.000243,0.000138,0.000029,0.000693,0.000072,0.000841,0.000706,0.000677,0.000216,0.000702,0.000124,0.000791,0.000208,0.000800,0.000774,0.000245,0.000376,0.000660,0.000219
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,0.000269,0.000205,0.000277,0.000080,0.000289,0.000093,0.000166,0.000265,0.000134,0.000287,0.000219,0.000155,0.000082,0.000082,0.000173,0.000085,0.000080,0.000155,0.000241,0.000122,0.000194,0.000200,0.000170,0.000115,0.000084,0.000147,0.000259,0.000089,0.000079,0.000193,0.000087,0.000165,0.000127,0.000195,0.000133,0.000118,0.000205,0.000238,0.000289,0.000192
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528,0.000457,0.000054,0.000215,0.000769,0.000353,0.000760,0.000014,0.000485,0.000726,0.000363,0.000074,0.000010,0.000769,0.000770,0.000017,0.000767,0.000769,0.000011,0.000108,0.000740,0.000035,0.000052,0.000018,0.000001,0.000767,0.000005,0.000506,0.000764,0.000767,0.000043,0.000768,0.000015,0.000729,0.000038,0.000733,0.000740,0.000051,0.000118,0.000322,0.000043
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,0.113222,0.138386,0.120609,0.067335,0.116270,0.071793,0.150059,0.112438,0.081809,0.115130,0.135997,0.152225,0.068287,0.067834,0.147628,0.068953,0.067569,0.151342,0.130522,0.079085,0.141831,0.137038,0.146830,0.164791,0.068392,0.163442,0.111305,0.070811,0.066727,0.139681,0.069674,0.150564,0.080319,0.141947,0.082421,0.078118,0.138866,0.127646,0.117137,0.139612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.121078,0.134628,0.128573,0.060409,0.124864,0.067170,0.150196,0.118667,0.086392,0.124730,0.131428,0.153274,0.061556,0.061343,0.148490,0.062949,0.060468,0.152885,0.129157,0.081083,0.139855,0.133588,0.145262,0.148776,0.062256,0.158649,0.116953,0.065533,0.059647,0.136009,0.064081,0.149226,0.083581,0.137348,0.086908,0.078799,0.135149,0.128146,0.125431,0.136489
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor,0.006270,0.011876,0.008034,0.001838,0.007114,0.002128,0.020436,0.006061,0.003014,0.006982,0.010686,0.022781,0.001886,0.001872,0.019703,0.001939,0.001834,0.022551,0.009488,0.002749,0.014428,0.011966,0.017948,0.057358,0.001914,0.030486,0.005890,0.002037,0.001802,0.012840,0.001983,0.020189,0.002870,0.013796,0.002971,0.002656,0.012669,0.009087,0.007195,0.012978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,0.005363,0.013316,0.008238,0.001983,0.006447,0.002219,0.019973,0.005169,0.002921,0.006289,0.012151,0.022026,0.002012,0.002012,0.019603,0.002063,0.001976,0.021726,0.010639,0.002714,0.015749,0.013162,0.018437,0.054572,0.002042,0.027893,0.005001,0.002136,0.001953,0.014094,0.002098,0.019969,0.002821,0.015037,0.002886,0.002653,0.013635,0.010147,0.006818,0.014149
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger,0.001140,0.001181,0.001283,0.000451,0.001251,0.000504,0.000851,0.001108,0.000669,0.001237,0.001275,0.000775,0.000458,0.000457,0.000901,0.000470,0.000449,0.000784,0.001323,0.000621,0.001086,0.001171,0.000906,0.000415,0.000464,0.000663,0.001078,0.000486,0.000443,0.001130,0.000478,0.000848,0.000644,0.001091,0.000670,0.000602,0.001159,0.001303,0.001267,0.001115
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,0.001128,0.001082,0.001340,0.000446,0.001274,0.000494,0.000833,0.001086,0.000661,0.001246,0.001152,0.000736,0.000451,0.000452,0.000871,0.000464,0.000440,0.000764,0.001263,0.000616,0.001022,0.001076,0.000857,0.000390,0.000458,0.000656,0.001047,0.000477,0.000436,0.001021,0.000471,0.000828,0.000641,0.001035,0.000665,0.000595,0.001090,0.001254,0.001281,0.001044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia,0.000072,0.000078,0.000079,0.000023,0.000078,0.000027,0.000081,0.000071,0.000040,0.000076,0.000078,0.000080,0.000024,0.000024,0.000079,0.000025,0.000023,0.000080,0.000078,0.000036,0.000078,0.000075,0.000077,0.000101,0.000025,0.000090,0.000070,0.000026,0.000023,0.000076,0.000025,0.000079,0.000038,0.000077,0.000039,0.000035,0.000078,0.000076,0.000078,0.000076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora,0.000051,0.000059,0.000062,0.000009,0.000061,0.000012,0.000057,0.000050,0.000020,0.000059,0.000060,0.000055,0.000010,0.000010,0.000059,0.000010,0.000009,0.000055,0.000062,0.000017,0.000059,0.000057,0.000056,0.000052,0.000010,0.000055,0.000048,0.000011,0.000009,0.000057,0.000011,0.000056,0.000018,0.000059,0.000020,0.000016,0.000059,0.000060,0.000061,0.000057
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor,0.000011,0.000023,0.000016,0.000001,0.000013,0.000002,0.000028,0.000010,0.000003,0.000013,0.000022,0.000027,0.000001,0.000001,0.000027,0.000001,0.000001,0.000027,0.000021,0.000003,0.000026,0.000022,0.000026,0.000032,0.000001,0.000032,0.000010,0.000002,0.000001,0.000024,0.000001,0.000027,0.000003,0.000025,0.000003,0.000002,0.000024,0.000019,0.000014,0.000024
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus,0.000002,0.000004,0.000003,0.000001,0.000003,0.000001,0.000005,0.000002,0.000001,0.000003,0.000003,0.000005,0.000001,0.000001,0.000005,0.000001,0.000001,0.000005,0.000003,0.000001,0.000004,0.000003,0.000004,0.000007,0.000001,0.000006,0.000002,0.000001,0.000001,0.000004,0.000001,0.000005,0.000001,0.000004,0.000001,0.000001,0.000004,0.000003,0.000003,0.000004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,0.000013,0.000017,0.000016,0.000002,0.000015,0.000003,0.000017,0.000012,0.000005,0.000015,0.000017,0.000017,0.000002,0.000002,0.000018,0.000002,0.000002,0.000017,0.000017,0.000004,0.000018,0.000017,0.000017,0.000013,0.000002,0.000017,0.000012,0.000003,0.000002,0.000017,0.000002,0.000017,0.000004,0.000018,0.000005,0.000004,0.000018,0.000016,0.000015,0.000017
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified,0.001579,0.001208,0.001680,0.000936,0.001659,0.001007,0.000750,0.001557,0.001194,0.001643,0.001305,0.000636,0.000949,0.000950,0.000800,0.000967,0.000931,0.000656,0.001480,0.001153,0.001064,0.001206,0.000816,0.000211,0.000957,0.000495,0.001535,0.000983,0.000923,0.001103,0.000976,0.000746,0.001176,0.001103,0.001199,0.001130,0.001195,0.001493,0.001656,0.001118
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,0.000071,0.000053,0.000078,0.000026,0.000078,0.000030,0.000031,0.000069,0.000041,0.000077,0.000061,0.000026,0.000027,0.000027,0.000034,0.000027,0.000026,0.000027,0.000070,0.000038,0.000046,0.000053,0.000033,0.000011,0.000027,0.000021,0.000067,0.000029,0.000026,0.000047,0.000028,0.000031,0.000039,0.000046,0.000041,0.000037,0.000053,0.000070,0.000079,0.000048
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,0.001427,0.001035,0.001487,0.000858,0.001509,0.000908,0.000642,0.001398,0.001057,0.001495,0.001167,0.000556,0.000865,0.000867,0.000678,0.000881,0.000852,0.000572,0.001340,0.001019,0.000894,0.001042,0.000680,0.000233,0.000873,0.000462,0.001383,0.000890,0.000848,0.000958,0.000886,0.000649,0.001042,0.000914,0.001058,0.001002,0.001029,0.001345,0.001503,0.000954
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16,0.000147,0.000118,0.000168,0.000034,0.000166,0.000040,0.000073,0.000141,0.000063,0.000162,0.000134,0.000062,0.000035,0.000034,0.000077,0.000036,0.000034,0.000064,0.000148,0.000055,0.000104,0.000116,0.000078,0.000024,0.000035,0.000051,0.000135,0.000038,0.000033,0.000109,0.000037,0.000072,0.000059,0.000104,0.000061,0.000053,0.000118,0.000147,0.000167,0.000109
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5,0.000099,0.000058,0.000086,0.000077,0.000097,0.000081,0.000040,0.000099,0.000093,0.000096,0.000064,0.000036,0.000077,0.000078,0.000043,0.000078,0.000076,0.000037,0.000071,0.000091,0.000053,0.000056,0.000042,0.000024,0.000078,0.000033,0.000097,0.000080,0.000076,0.000054,0.000079,0.000040,0.000092,0.000053,0.000094,0.000089,0.000058,0.000071,0.000094,0.000054
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,0.004560,0.008243,0.006509,0.001417,0.005353,0.001624,0.009036,0.004365,0.002255,0.005220,0.008211,0.008997,0.001455,0.001445,0.009102,0.001498,0.001414,0.008956,0.007767,0.002056,0.008768,0.008272,0.008827,0.008869,0.001479,0.009105,0.004170,0.001565,0.001392,0.008438,0.001526,0.008991,0.002163,0.008636,0.002225,0.001995,0.008397,0.007512,0.005555,0.008422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,0.001877,0.002450,0.002442,0.000278,0.002216,0.000351,0.002263,0.001778,0.000613,0.002169,0.002544,0.002153,0.000289,0.000287,0.002363,0.000303,0.000276,0.002183,0.002554,0.000531,0.002451,0.002454,0.002267,0.001852,0.000295,0.002093,0.001695,0.000326,0.000269,0.002406,0.000314,0.002252,0.000572,0.002437,0.000614,0.000502,0.002489,0.002506,0.002273,0.002448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,0.002171,0.004388,0.003290,0.000475,0.002704,0.000566,0.005270,0.002073,0.000859,0.002616,0.004139,0.005379,0.000489,0.000486,0.005301,0.000506,0.000473,0.005381,0.003798,0.000772,0.004784,0.004247,0.005146,0.005062,0.000498,0.005768,0.002000,0.000537,0.000462,0.004514,0.000520,0.005282,0.000814,0.004640,0.000856,0.000740,0.004456,0.003654,0.002838,0.004475
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,0.000006,0.000012,0.000009,0.000001,0.000007,0.000001,0.000014,0.000006,0.000002,0.000007,0.000011,0.000014,0.000001,0.000001,0.000014,0.000001,0.000001,0.000014,0.000010,0.000002,0.000013,0.000011,0.000013,0.000015,0.000001,0.000016,0.000005,0.000001,0.000001,0.000012,0.000001,0.000014,0.000002,0.000013,0.000002,0.000001,0.000012,0.000010,0.000008,0.000012
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis,0.000020,0.000017,0.000019,0.000009,0.000021,0.000010,0.000019,0.000020,0.000014,0.000021,0.000017,0.000018,0.000009,0.000009,0.000019,0.000009,0.000009,0.000019,0.000017,0.000013,0.000018,0.000016,0.000018,0.000022,0.000009,0.000021,0.000020,0.000010,0.000009,0.000017,0.000009,0.000019,0.000013,0.000017,0.000014,0.000012,0.000018,0.000017,0.000020,0.000017
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris,0.000346,0.000705,0.000514,0.000066,0.000423,0.000081,0.000789,0.000331,0.000132,0.000409,0.000677,0.000795,0.000068,0.000068,0.000802,0.000071,0.000066,0.000789,0.000615,0.000116,0.000749,0.000697,0.000764,0.000930,0.000070,0.000866,0.000320,0.000076,0.000064,0.000719,0.000074,0.000787,0.000123,0.000739,0.000132,0.000110,0.000720,0.000583,0.000443,0.000723
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39,0.000004,0.000007,0.000006,0.000000,0.000005,0.000001,0.000007,0.000004,0.000001,0.000005,0.000007,0.000006,0.000000,0.000000,0.000007,0.000000,0.000000,0.000006,0.000006,0.000001,0.000007,0.000006,0.000006,0.000004,0.000000,0.000006,0.000004,0.000001,0.000000,0.000007,0.000001,0.000006,0.000001,0.000007,0.000001,0.000001,0.000007,0.000006,0.000005,0.000007
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330,0.000437,0.000179,0.000345,0.000363,0.000419,0.000378,0.000098,0.000446,0.000421,0.000416,0.000213,0.000083,0.000365,0.000365,0.000108,0.000369,0.000361,0.000085,0.000255,0.000408,0.000150,0.000176,0.000111,0.000036,0.000367,0.000065,0.000444,0.000373,0.000359,0.000157,0.000372,0.000098,0.000416,0.000154,0.000420,0.000402,0.000177,0.000264,0.000405,0.000160
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403,0.000039,0.000022,0.000035,0.000019,0.000039,0.000022,0.000015,0.000040,0.000030,0.000039,0.000024,0.000013,0.000020,0.000020,0.000016,0.000020,0.000019,0.000014,0.000028,0.000028,0.000019,0.000021,0.000016,0.000008,0.000020,0.000012,0.000040,0.000021,0.000019,0.000020,0.000021,0.000015,0.000029,0.000020,0.000030,0.000027,0.000022,0.000028,0.000038,0.000020
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488,0.000466,0.000116,0.000317,0.000374,0.000411,0.000401,0.000036,0.000479,0.000482,0.000424,0.000152,0.000026,0.000377,0.000379,0.000043,0.000384,0.000371,0.000028,0.000205,0.000460,0.000082,0.000116,0.000045,0.000003,0.000382,0.000015,0.000482,0.000389,0.000370,0.000095,0.000387,0.000037,0.000472,0.000087,0.000475,0.000453,0.000111,0.000218,0.000387,0.000096
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_563,0.000025,0.000030,0.000032,0.000007,0.000029,0.000008,0.000023,0.000025,0.000013,0.000029,0.000031,0.000021,0.000007,0.000007,0.000024,0.000007,0.000007,0.000021,0.000033,0.000011,0.000029,0.000029,0.000023,0.000010,0.000007,0.000018,0.000024,0.000008,0.000007,0.000028,0.000008,0.000023,0.000012,0.000029,0.000012,0.000011,0.000030,0.000031,0.000030,0.000028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_579,0.000943,0.000873,0.001151,0.000181,0.001074,0.000228,0.000486,0.000909,0.000399,0.001053,0.000982,0.000405,0.000188,0.000187,0.000539,0.000197,0.000180,0.000422,0.001071,0.000343,0.000747,0.000858,0.000539,0.000133,0.000193,0.000301,0.000892,0.000212,0.000175,0.000791,0.000204,0.000492,0.000368,0.000767,0.000395,0.000326,0.000853,0.001070,0.001098,0.000789
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_624,0.000044,0.000038,0.000046,0.000008,0.000047,0.000010,0.000032,0.000043,0.000016,0.000046,0.000041,0.000029,0.000008,0.000008,0.000034,0.000008,0.000008,0.000030,0.000044,0.000014,0.000038,0.000038,0.000032,0.000020,0.000008,0.000028,0.000042,0.000009,0.000007,0.000036,0.000009,0.000031,0.000015,0.000038,0.000016,0.000013,0.000039,0.000042,0.000047,0.000037
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium,0.002780,0.003812,0.003487,0.000982,0.003154,0.001121,0.003775,0.002712,0.001569,0.003081,0.003842,0.003784,0.001006,0.000999,0.003880,0.001032,0.000983,0.003763,0.003748,0.001439,0.003806,0.003685,0.003752,0.004063,0.001023,0.003996,0.002655,0.001093,0.000964,0.003726,0.001059,0.003782,0.001490,0.003795,0.001572,0.001381,0.003796,0.003663,0.003240,0.003749
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,0.003330,0.003903,0.003856,0.000901,0.003740,0.001059,0.003837,0.003251,0.001557,0.003679,0.004005,0.003769,0.000928,0.000918,0.003860,0.000955,0.000902,0.003760,0.003965,0.001409,0.003953,0.003868,0.003789,0.004257,0.000942,0.003967,0.003156,0.001020,0.000883,0.003836,0.000982,0.003781,0.001472,0.003933,0.001544,0.001350,0.003962,0.003867,0.003721,0.003835
k__Bacteria|p__Firmicutes|c__Erysipelotrichia,0.000414,0.000509,0.000485,0.000123,0.000462,0.000145,0.000523,0.000408,0.000214,0.000454,0.000508,0.000530,0.000127,0.000126,0.000528,0.000131,0.000123,0.000524,0.000499,0.000194,0.000509,0.000497,0.000517,0.000560,0.000129,0.000571,0.000401,0.000139,0.000121,0.000495,0.000134,0.000513,0.000203,0.000514,0.000213,0.000186,0.000513,0.000483,0.000467,0.000504
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,0.000436,0.000504,0.000499,0.000133,0.000485,0.000154,0.000541,0.000427,0.000221,0.000475,0.000506,0.000539,0.000137,0.000136,0.000540,0.000141,0.000133,0.000538,0.000501,0.000202,0.000515,0.000493,0.000521,0.000742,0.000139,0.000596,0.000420,0.000148,0.000130,0.000498,0.000144,0.000528,0.000211,0.000519,0.000221,0.000194,0.000512,0.000486,0.000487,0.000503
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,0.000321,0.000434,0.000391,0.000203,0.000356,0.000219,0.000523,0.000317,0.000263,0.000352,0.000422,0.000537,0.000205,0.000205,0.000529,0.000209,0.000201,0.000535,0.000410,0.000252,0.000471,0.000432,0.000492,0.000883,0.000207,0.000638,0.000311,0.000213,0.000200,0.000432,0.000211,0.000521,0.000258,0.000460,0.000260,0.000247,0.000452,0.000398,0.000362,0.000445
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella,0.000028,0.000084,0.000052,0.000001,0.000040,0.000002,0.000115,0.000026,0.000005,0.000038,0.000078,0.000120,0.000001,0.000001,0.000112,0.000002,0.000001,0.000118,0.000068,0.000004,0.000096,0.000081,0.000106,0.000183,0.000002,0.000142,0.000024,0.000002,0.000001,0.000088,0.000002,0.000112,0.000004,0.000092,0.000005,0.000004,0.000086,0.000063,0.000042,0.000088
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella_dolichum,0.000037,0.000062,0.000056,0.000003,0.000048,0.000004,0.000055,0.000035,0.000009,0.000046,0.000064,0.000052,0.000003,0.000003,0.000057,0.000004,0.000003,0.000051,0.000064,0.000008,0.000063,0.000061,0.000055,0.000041,0.000003,0.000049,0.000033,0.000004,0.000003,0.000061,0.000004,0.000054,0.000008,0.000062,0.000009,0.000007,0.000063,0.000060,0.000049,0.000060
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium,0.000033,0.000035,0.000041,0.000005,0.000038,0.000006,0.000026,0.000032,0.000011,0.000038,0.000038,0.000024,0.000005,0.000005,0.000028,0.000005,0.000005,0.000024,0.000039,0.000010,0.000033,0.000035,0.000027,0.000013,0.000005,0.000022,0.000030,0.000006,0.000005,0.000033,0.000006,0.000026,0.000010,0.000033,0.000011,0.000009,0.000035,0.000038,0.000038,0.000033
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,0.000027,0.000034,0.000034,0.000007,0.000032,0.000008,0.000030,0.000027,0.000013,0.000031,0.000035,0.000028,0.000007,0.000007,0.000030,0.000007,0.000007,0.000028,0.000036,0.000011,0.000033,0.000033,0.000030,0.000018,0.000007,0.000026,0.000026,0.000008,0.000006,0.000032,0.000007,0.000029,0.000012,0.000033,0.000012,0.000011,0.000034,0.000035,0.000032,0.000033
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,0.000011,0.000022,0.000015,0.000002,0.000013,0.000002,0.000034,0.000011,0.000003,0.000013,0.000021,0.000036,0.000002,0.000002,0.000033,0.000002,0.000002,0.000035,0.000018,0.000003,0.000026,0.000022,0.000030,0.000060,0.000002,0.000046,0.000010,0.000002,0.000001,0.000023,0.000002,0.000032,0.000003,0.000025,0.000003,0.000003,0.000024,0.000017,0.000014,0.000024
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis,0.000007,0.000020,0.000013,0.000001,0.000010,0.000001,0.000026,0.000007,0.000002,0.000009,0.000018,0.000026,0.000001,0.000001,0.000025,0.000001,0.000001,0.000026,0.000016,0.000001,0.000022,0.000019,0.000024,0.000033,0.000001,0.000029,0.000006,0.000001,0.000001,0.000020,0.000001,0.000024,0.000001,0.000021,0.000002,0.000001,0.000020,0.000015,0.000011,0.000020
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma,0.000009,0.000014,0.000013,0.000001,0.000012,0.000002,0.000014,0.000009,0.000003,0.000011,0.000014,0.000014,0.000001,0.000001,0.000015,0.000001,0.000001,0.000014,0.000014,0.000002,0.000015,0.000014,0.000014,0.000012,0.000001,0.000014,0.000008,0.000001,0.000001,0.000014,0.000001,0.000014,0.000003,0.000014,0.000003,0.000002,0.000015,0.000014,0.000012,0.000014
