clade_name	ERR1398068	ERR1398069	ERR1398070	ERR1398071	ERR1398072	ERR1398073	ERR1398074	ERR1398075	ERR1398076	ERR1398077	ERR1398078	ERR1398079	ERR1398080	ERR1398081	ERR1398082	ERR1398083	ERR1398084	ERR1398085	ERR1398086	ERR1398087	ERR1398088	ERR1398089	ERR1398090	ERR1398091	ERR1398092	ERR1398093	ERR1398094	ERR1398095	ERR1398096	ERR1398097	ERR1398098	ERR1398099	ERR1398100	ERR1398101	ERR1398102	ERR1398103	ERR1398104	ERR1398105	ERR1398106	ERR1398107	ERR1398108	ERR1398109	ERR1398110	ERR1398111	ERR1398112	ERR1398113	ERR1398114	ERR1398115	ERR1398116	ERR1398117	ERR1398118	ERR1398119	ERR1398120	ERR1398121	ERR1398122	ERR1398123	ERR1398124	ERR1398125	ERR1398126	ERR1398127	ERR1398128	ERR1398129	ERR1398130	ERR1398131	ERR1398132	ERR1398133	ERR1398134	ERR1398135	ERR1398136	ERR1398137	ERR1398138	ERR1398139	ERR1398140	ERR1398141	ERR1398142	ERR1398143	ERR1398144	ERR1398145	ERR1398146	ERR1398147	ERR1398148	ERR1398149	ERR1398150	ERR1398151	ERR1398152	ERR1398153	ERR1398154	ERR1398155	ERR1398156	ERR1398157	ERR1398158	ERR1398159	ERR1398160	ERR1398161	ERR1398162	ERR1398163	ERR1398164	ERR1398165	ERR1398166	ERR1398167	ERR1398168	ERR1398169	ERR1398170	ERR1398171	ERR1398172	ERR1398173	ERR1398174	ERR1398175	ERR1398176	ERR1398177	ERR1398178	ERR1398179	ERR1398180	ERR1398181	ERR1398182	ERR1398183	ERR1398184	ERR1398185	ERR1398186	ERR1398187	ERR1398188	ERR1398189	ERR1398190	ERR1398191	ERR1398192	ERR1398193	ERR1398194	ERR1398195	ERR1398196	ERR1398197	ERR1398198	ERR1398199	ERR1398200	ERR1398201	ERR1398202	ERR1398203	ERR1398204	ERR1398205	ERR1398206	ERR1398207	ERR1398208	ERR1398209	ERR1398210	ERR1398211	ERR1398212	ERR1398213	ERR1398214	ERR1398215	ERR1398216	ERR1398217	ERR1398218	ERR1398219	ERR1398220	ERR1398221	ERR1398222	ERR1398223	ERR1398224	ERR1398225	ERR1398226	ERR1398227	ERR1398228	ERR1398229	ERR1398230	ERR1398231	ERR1398232	ERR1398233	ERR1398234	ERR1398235	ERR1398236	ERR1398237	ERR1398238	ERR1398239	ERR1398240	ERR1398241	ERR1398242	ERR1398243	ERR1398244	ERR1398245	ERR1398246	ERR1398247	ERR1398248	ERR1398249	ERR1398250	ERR1398251	ERR1398252	ERR1398253	ERR1398254	ERR1398255	ERR1398256	ERR1398257	ERR1398258	ERR1398259	ERR1398260	ERR1398261	ERR1398262	ERR1398263
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0.0	0.0	0.0	0.0	0.0	0.0	0.0010502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003110999999999	0.0	6.86e-05	0.0	0.0	0.0	0.0	0.0	2.41e-05	0.0	0.0	7.97e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81e-05	0.0	0.0001178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.67e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0001399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001672999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005059	0.0	0.0	0.0	0.0	0.0	0.0011527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19e-05	0.0	0.0	0.0	0.0005947999999999	0.0	0.0	0.0	0.0	0.0	0.0	3.31e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005874999999999	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003007	0.0	0.0	0.0	0.0	0.0	0.0037477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_pasteurii	0.0	0.0	0.0	0.0	0.0	0.0	0.0013482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47e-05	0.0	0.0	0.0	0.0	0.0003898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029733999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005575	0.0	6.87e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002597999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000242	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_MGH106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002106	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_werkmanii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74e-05	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae	0.0	0.0	0.0	0.0	0.0	0.0	0.0007034	0.0	0.0	0.0001352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002796999999999	0.0015435	0.0024383	0.0	0.0	0.0001471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015024	0.0	0.0	0.0	0.0	0.0003243999999999	0.0	0.0	0.0	8.03e-05	0.0	5.24e-05	0.0	0.0	0.0	0.0	0.0	0.0001508999999999	0.0	0.0	3.34e-05	0.0	0.0	2.9e-05	0.0	0.0	0.0	0.0	0.0	7.28e-05	0.0	0.0002783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.67e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004971	0.0	0.0	0.0	0.0	0.0	0.0	0.0003626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1996797	0.0	0.0	0.0	0.0008518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025835	0.0	0.0	0.0	0.0	0.0	0.0	0.0003741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001165	0.0052037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.869999999999999e-05	0.0	0.0	0.0	0.0004558	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0001305	0.0	0.0001606	0.0	0.0006414	0.0	0.000157	0.0	0.0	0.0001803	0.0	4.8e-06	0.0	0.0383865	0.0	0.0036267	0.0006029	0.0	0.0	0.1102355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0777318999999999	0.1267302	0.0	0.0	0.0008892	0.0	0.0108816	0.0	0.0	5.0400000000000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0005579	0.0	0.0	0.0	0.0	6.4e-05	0.0085291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058192999999999	0.0	6.2e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0013237	0.0	0.0	0.0	0.0	0.0	0.2295480999999999	0.00012	0.0	0.0	0.0009417	0.0	0.0	0.0	0.0280486	0.0	0.0	0.0001371	0.0	0.0	0.0	0.0	0.0	0.0	0.0008081	0.0004669	0.0	0.0002644	0.0	0.0070333999999999	0.0001746	0.0	0.0	0.0	9.51e-05	0.0	0.0	0.0	0.0	0.0006051	5.9300000000000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0554082	0.0016844	0.0	0.001726	0.0	0.0	0.0	0.0002301999999999	0.0	0.0	0.0	0.0	0.0002594	0.0	1.04e-05	0.0	0.0	0.0	0.0127415999999999	1.73e-05	0.0	0.0	0.0	0.0001656	0.0	0.0	2.89e-05	0.0101218	0.0	0.0	0.0	0.0	0.0	0.000707	0.0211290999999999	0.0	0.0004813	8.93e-05	0.0	0.0762114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004972	0.0	0.0012253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0094786	0.0	0.0	0.0	0.0120397	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0080034	9.33e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex	0.0	0.0	0.0	0.0	0.0	0.0	0.0001305	0.0	0.0001606	0.0	0.0006414	0.0	0.000157	0.0	0.0	0.0001803	0.0	4.8e-06	0.0	0.0375715	0.0	0.0036267	0.0004917	0.0	0.0	0.1081769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0777318999999999	0.1267302	0.0	0.0	0.0008892	0.0	0.0041692	0.0	0.0	5.0400000000000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0005579	0.0	0.0	0.0	0.0	6.4e-05	0.0068336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054673	0.0	6.2e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0013237	0.0	0.0	0.0	0.0	0.0	0.2259	0.00012	0.0	0.0	0.0009417	0.0	0.0	0.0	0.0280486	0.0	0.0	0.0001371	0.0	0.0	0.0	0.0	0.0	0.0	0.0008081	0.0004669	0.0	0.0002644	0.0	0.0070333999999999	0.0	0.0	0.0	0.0	9.51e-05	0.0	0.0	0.0	0.0	0.0006051	5.9300000000000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0465192	0.0015911	0.0	0.001726	0.0	0.0	0.0	0.0002301999999999	0.0	0.0	0.0	0.0	0.0002594	0.0	1.04e-05	0.0	0.0	0.0	0.012679	1.73e-05	0.0	0.0	0.0	0.0001656	0.0	0.0	2.89e-05	0.0101218	0.0	0.0	0.0	0.0	0.0	0.000707	0.0211290999999999	0.0	0.0004813	8.93e-05	0.0	0.0699216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004972	0.0	0.0006797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008279	0.0	0.0	0.0	0.0120397	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008149	0.0	0.0	0.0001111999999999	0.0	0.0	0.0017036999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027056999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_soli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.0	0.006213	0.0392452	0.0	0.0002981	0.1308039	0.022014	0.0	0.0022909	0.0072819999999999	0.0	0.0	0.0	0.0	0.0022872	0.0011814	0.0114539	0.014569	0.0003792	0.0009207	0.0002097999999999	0.0	0.0004734	0.0024665	0.0015459999999999	0.0016105	0.0215988999999999	0.0005813	0.0737743	0.0005063	0.0052708999999999	0.2182044	0.0179634	0.0234745999999999	0.0056621999999999	0.2860941	0.00121	0.7158928	0.1181004	0.0050048	0.0002909	0.0038329	0.001004	0.000134	0.0125755	0.0016061	0.0264944999999999	0.0056208	0.0138687999999999	0.0693004	0.0603472	0.0040468	0.0138293	0.0	0.0132588	0.1195766	0.1343987	0.011497	0.0010476	0.0204409	0.0001069	0.3471785	0.0	0.0044627	0.0066111	0.0001007	0.0119490999999999	3.57e-05	0.0055012	0.0	0.0009521	0.2459585999999999	0.0005893	0.0007481	1.9e-05	0.0007306	0.0018046	0.0144198	0.0	0.0255866	0.0102099999999999	0.0005996	0.0002407	0.016397	0.0029973	0.0005901	0.0040894999999999	0.000177	0.0	0.0003103	0.0002471	0.0009266	0.0004485999999999	0.0077976	0.0	0.0006	0.3460483	0.0	0.0051169	0.0	0.0391216	0.0	0.0016703	0.0001366	0.0237152999999999	0.0003211	0.0	0.0010088	0.0024874	0.0008323	0.0003095	0.0041327	0.0053571	0.0007936	0.0206215	0.0	2.84e-05	0.0	0.0004521	0.0520704	0.0001725	0.0	0.0006837999999999	0.0138667	0.001847	0.0014676	0.0019184999999999	0.0186178	0.0007979	0.052425	0.0059019999999999	0.0030273	0.0426158	0.0002868	0.0871064	0.0032856	0.2711829	0.0043636	0.0005825	0.0003597999999999	0.0038722	0.0	0.0225884999999999	0.0	0.0028767	0.0003944	0.0	0.0019895	0.0006571	0.0043295	0.0047874	2.4e-05	0.0014937	0.0	0.2913121	0.0	0.0	0.0067589999999999	0.0	0.0290123	0.0030925999999999	0.0001125999999999	0.0	0.010778	0.5425816	0.0925676999999999	0.0001366	0.0	0.0	0.1872769	0.0010375	0.0002375	0.0035927999999999	0.0195234	0.0	0.0004999	0.0382175	0.0057887999999999	0.001602	0.0012016	0.0019768	0.0	0.0502414999999999	0.0093966	0.0047869	0.0020398	0.0163391	0.0356607	0.0102732	0.006048	0.0049809	0.0105186	0.0004900999999999	3.81e-05	0.0080471	0.0003851
